2/22/14,Earl Sweatshirt,Music Hall of Williamsburg,spotify:track:6plT7nFGiXKSBP9HFSI4ef
2/22/14,Savoir Adore,"165 Banker St, Brooklyn <- Brooklyn Night Bazaar",spotify:track:6yOIdK2nKErlhyo5u7y81B
2/23/14,Cheap Time,Mercury Lounge,spotify:track:2Em0X9ivzblJGTtrtReEI8
2/23/14,Sondre Lerche,Rough Trade NYC,spotify:track:2wU8qDKGhb8v36gNjcvKOq
2/23/14,Kanye West,Nassau Coliseum ← I also believe he is making a follow up to ‘Yeezus’ in 2014 and another Watch the Throne record with Jay-Z...busy man...,spotify:track:1ce3DvvGQn6hY2LMGMLCr5
2/24/14,SKATERS,Bowery Ballroom,spotify:track:1XCXxmVOI6dgsaJV1njpcj
2/25/14,Gardens & Villa,Music Hall of Williamsburg,spotify:track:0IV4l6XVCM9iIt2tOTkw84
2/25/14,I Respect Music,"Le Poisson Rouge ← David Byrne, Mike Mills, Marc Ribot & More...Free with rsvp@lprnyc.com",spotify:track:148uKIQbjoTmkzcYcJi9Dl
2/26/14,Stephen Malkmus & the Jicks,Bowery Ballroom <- HIYO!!!! New tune “Lariat”,spotify:track:6qoGbqtZFYaQHqAfPrF18e
2/26/14,St. Vincent,Terminal 5 <- Ouch on the overlap with Malkmus….hopefully Stephen will go on late,spotify:track:4grZ5z28oJa86yW59L7Kw0
2/26/14,Incan Abraham,Baby’s All Right,spotify:track:35LeNf7tqOBowg9uQQrE4H
2/27/14,Flogging Molly,Roseland Ballroom,spotify:track:3nhJpxZXEQTsZwrDUihXQf
2/27/14,Stephen Malkmus & the Jicks,Music Hall of Williamsburg <- HIYO!!!! New tune “Lariat”,spotify:track:6qoGbqtZFYaQHqAfPrF18e
2/27/14,Les Claypool’s Duo De Twang,McKittrick Hotel,spotify:track:7E3zVn76iSAXwjCWq8oKNh
2/27/14,Nada Surf,Bell House,spotify:track:48sJGpBLqQTs0sZ2ImHJof
2/27/14,Palehound,Pianos,spotify:track:3BfimX18jXAcQIft016LDJ
2/27/14,Bill Evans Soulgrass,Blue Note (Early) ← Special Guests,spotify:track:1s80ZwPWz8LyguDQXXFd5x
2/27/14,Bill Evans Soulgrass,Blue Note (Late) ← Special Guests,spotify:track:1s80ZwPWz8LyguDQXXFd5x
2/28/14,White Denim,Webster Hall <- Big fan of their latest album...,spotify:track:4CiDwAfT3mpxuAP6R5yWbv
2/28/14,Young the Giant,Hammerstein Ballroom,spotify:track:1UqhkbzB1kuFwt2iy4h29Q
2/28/14,Alex Winston,Le Poisson Rouge  ,spotify:track:3QatFdV6WULnL12Aj4Q1cW
2/28/14,Quilt,Mercury Lounge <- throwback to 60s psych…,spotify:track:3RDcUlLGp3SLp2AmUbUbls
2/28/14,Band of Horses,Town Hall <- Acoustic,spotify:track:4o0NjemqhmsYLIMwlcosvW
2/28/14,PyPy,Cake Shop,spotify:track:09u5ipvqbhVXdMDemOwSuq
2/28/14,Nick Waterhouse,Bowery Ballroom <- Seen him before and liked the retro sound,spotify:track:62OysHvn5WVH5acFHBLsEX
2/28/14,Bear’s Den,Knitting Factory,spotify:track:42mIYumsqOjiAdj2DZFkeF
2/28/14,Bill Evans Soulgrass,Blue Note (Early) ← Special Guests,spotify:track:1s80ZwPWz8LyguDQXXFd5x
2/28/14,Bill Evans Soulgrass,Blue Note (Late) ← Special Guests,spotify:track:1s80ZwPWz8LyguDQXXFd5x
3/1/14,Los Lobos,Fairfield Theater,spotify:track:0uMMLry3hzWGn3q3loqMkm
3/1/14,Young the Giant,Hammerstein Ballroom,spotify:track:1UqhkbzB1kuFwt2iy4h29Q
3/1/14,Mike Gordon,Webster Hall,spotify:track:4GVDm5jX8lErsltv18TXhM
3/1/14,Public Service Broadcasting,Mercury Lounge,spotify:track:2vRI17zbIpXatNS3IS1ktx
3/1/14,Caspian,"165 Banker St, Brooklyn <- Brooklyn Night Bazaar",spotify:track:2hd5zFMMT8MxWRaA19hF08
3/1/14,Hospitality,Music Hall of Williamsburg,spotify:track:6kaPNiBCzWGzY2QoZl4PtR
3/1/14,Surfer Blood,Rough Trade NYC (Williamsburg),spotify:track:1mxqozpIELFEnfwEzTdjLs
3/1/14,Bear’s Den,Mercury Lounge ← Early Show,spotify:track:42mIYumsqOjiAdj2DZFkeF
3/1/14,Bill Evans Soulgrass,Blue Note (Early) ← Special Guests,spotify:track:1s80ZwPWz8LyguDQXXFd5x
3/1/14,Bill Evans Soulgrass,Blue Note (Late) ← Special Guests,spotify:track:1s80ZwPWz8LyguDQXXFd5x
3/2/14,Agnes Obel,Bowery Ballroom,spotify:track:1UmFRZU3taMGZApPhK32mc
3/2/14,Hiss Golden Messenger,Mercury Lounge,spotify:track:77GeLBNp37sIpCTZYyV3QT
3/3/14,Arthur Beatrice,Rough Trade NYC (Williamsburg),spotify:track:76bjRfxngHdyob2VAv1KZ3
3/3/14,Augustines,Bowery Ballroom,spotify:track:0MpUAXZCv7AoS92SodLQu5
3/3/14,Broods,Mercury Lounge (Early),spotify:track:1g08cKMyjisnwxt4j7atJE
3/3/14,Rhett Miller,City Winery,spotify:track:73n156MeV3oPzYq9kd6QXo
3/4/14,George Clinton & P-Funk All-Stars,BB Kings,spotify:track:3wzuZs4VpHIAiWhcPvDU6e
3/4/14,Wild Beasts,"Music Hall of Williamsburg ← Much respect for these guys...if you have not seen them and have an open taste in music, check out...listen to the new single “Wanderlust”",spotify:track:7vy8fFqOhtfTkWVNdxbOdb
3/4/14,Cowboy Junkies,City Winery,spotify:track:7G7nUpG5KvkjjJtzvF1TLB
3/5/14,Cowboy Junkies,City Winery,spotify:track:7G7nUpG5KvkjjJtzvF1TLB
3/6/14,Deer Tick,The Allen Room (2014 American Songbook Series) <- should be stripped down and good,spotify:track:69XEXAbJTZwFfVz7ayfg3I
3/6/14,Swearin’,Cake Shop,spotify:track:0tDkaXdZJBCm4GZckzyCs9
3/6/14,Richard Buckner,Union Hall,spotify:track:6UIi5w7MoJ1bpJFKM3tCbp
3/6/14,Pontiak,Union Pool,spotify:track:4B5roUX172hhwBuxoPwhYW
3/7/14,Robin Thicke,Theater at MSG,spotify:track:0XzkemXSiXJa7VgDFPfU4S
3/7/14,Josh Ritter (Acoustic),Town Hall,spotify:track:634CnYSqoXxQaiuAv0m6KU
3/7/14,Swearin’,Rough Trade NYC,spotify:track:0tDkaXdZJBCm4GZckzyCs9
3/7/14,Bob Mould,City Winery <- Playing songs from ‘Workbook’ and other related material,spotify:track:7LdKMBKthcdBnAqlAIGqCB
3/7/14,The Allman Brothers Band,Beacon Theater,spotify:track:7egyR1d4Xmr1TsmpJct9bL
3/8/14,Bob Mould,City Winery <- Playing songs from ‘Workbook’ and other related material,spotify:track:7LdKMBKthcdBnAqlAIGqCB
3/8/14,Jungle,Rough Trade NYC,spotify:track:0kN9WEpdiMJIIDDMq9F1ue
3/8/14,Josh Ritter (Acoustic),Music Hall of Williamsburg <- Nice and intimate,spotify:track:634CnYSqoXxQaiuAv0m6KU
3/8/14,The Allman Brothers Band,Beacon Theater,spotify:track:7egyR1d4Xmr1TsmpJct9bL
